30h	36h	48h	54h	60h	72h
ENSG00000036257	-0.136093495401276	0.0256510213984666	0.0948458536067776	-0.108368346949707	0.0366428419765672	-0.10071359692517
ENSG00000038382	0.0524432887836704	-0.0409438155685094	0.218317580038444	1.06287416311626	-0.0317739737516428	-0.127103999476762
ENSG00000042980	0.0481989704355244	0.00347912389629398	0.0711114774662528	0.0310266994643775	0.0170036744083652	0.0436072003757018
ENSG00000043355	0.075129105664459	0.0550196264803263	0.359513948959771	0.0390756560730778	-0.0791620521614851	-0.010554456497438
ENSG00000047346	-0.0625191748689039	-0.0965840444973033	-0.0764645929436298	0.0377721360556646	-0.0726832404806797	0.154979285351729
ENSG00000048052	-0.0564787748105466	0.170254584853558	0.168488380637453	0.371171821545921	-0.166880515346519	0.0616214905697946
ENSG00000048991	-0.0283540586650357	-0.209362274793992	0.0683135714424307	0.213847320088663	0.12457243769679	-0.017345332866593
ENSG00000051620	-0.353395490322866	0.207413677618786	0.249778560137745	-0.108295684060593	-0.213707252928396	0.0739358852111665
ENSG00000052841	0.0377328651049617	-0.0797501039624754	0.189836736354245	0.0636379929640259	-0.0566039867278271	-0.0403075175898072
ENSG00000053524	-0.0212456329652084	0.256471519934414	0.0784338233799572	-0.063126402117977	-0.304368003968194	-0.0728831721590408
ENSG00000053900	-0.0222114502889132	-0.25162603058382	-0.016105449559543	-0.0980275272507513	-0.00848173797023133	-0.0533758660500911
ENSG00000054148	-0.0128970216421968	0.187497536274379	-0.0397900309955036	0.0816660263616284	0.128493742172269	-0.0110554723214538
ENSG00000054267	-0.0410257663733035	-0.0346975073732505	-0.0372400117871103	-0.0736284135051447	-0.048818676143093	-0.0355953449079471
ENSG00000054654	0.474167710461205	-0.039450246883867	0.0306525034498009	-0.111784432340682	0.0640200199911819	0.134372250926305
ENSG00000062582	0.0514696704690785	0.0126311404249364	0.0716768648263315	0.0544494614309349	-0.0306772583707401	0.752468503759745
ENSG00000063322	-0.0304914140763145	0.451719670362939	-0.217440662560596	-0.00646933454495269	0.00826741380728061	-0.0672417578376399
ENSG00000063761	0.084180745716651	0.0685611170384289	0.060226267537054	-0.261120462472525	-0.0213532528960846	0.101435635531263
ENSG00000065883	-0.662685582442941	-0.0386404706070132	0.0575136122103966	0.21043252237203	0.208161332180365	0.154668475709379
ENSG00000068438	0.20636447083956	0.0509313451863062	-0.0692629814971214	-0.211984399704944	0.911187048657049	0.0342667135494787
ENSG00000068697	0.119356233870251	-0.132712136587227	-0.310157748970531	0.233123361818243	0.239694012666051	0.0767310331175253
ENSG00000069345	-0.0566347212759541	0.030161161816839	0.0334580299334381	0.0327808704512244	-0.185057654512406	0.0215699961236417
ENSG00000069849	0.330122650155636	0.0457482246206335	0.167331881104386	-0.023130767452425	-0.219914470771849	0.0283420809274079
ENSG00000070371	0.351746523128865	0.0977102083429304	-0.0312798586664685	0.107885785812198	0.0749708178926178	0.125306975997381
ENSG00000070808	-0.0939553042665041	-0.033903877741607	-0.067691143247834	0.0261966216810932	0.0513655516622018	0.0560305114534856
ENSG00000070961	-0.0678234978984076	-0.0874941726575982	-0.0242319395255632	0.0242929830376601	-0.0703012760118842	-0.0689598136360659
ENSG00000071553	-0.00288691927382937	-0.0412256920080486	-0.421916849356024	0.0526887158792277	0.144725450068286	0.033081909001225
ENSG00000071889	0.00530975022034734	0.0307675258371424	0.0175507954731522	-0.135849491011069	-0.242329181694586	-0.0468766668381969
ENSG00000072121	-0.486991470160563	-0.0128585351289037	-0.0351960257865459	-0.0118404030555335	0.0882782640622188	0.422097780326765
ENSG00000072315	2.35148879677171	0.0975774209503587	0.0618481065372114	0.0758800513072888	0.0598137468365826	-0.0280678451948872
ENSG00000072849	0.00500426696269803	0.0121275684618602	-0.237525099190269	0.0107677046078569	-0.0062832916954972	-0.125407683677439
ENSG00000073756	-0.24766911848789	-0.177151307819467	-0.157262172463378	-0.0171086942919058	0.030367168336871	0.890275884960306
ENSG00000077147	-0.186780469051418	-0.492500813712656	0.0775460527599009	0.0478150627616009	0.0149010983336204	-0.0844701054896693
ENSG00000077264	0.0158980141757142	0.160823146845855	0.232299778463861	0.196170962446396	-0.0973973208202604	0.181453663621901
ENSG00000078403	-0.0100221846708823	-0.0144512660027294	0.022155411388636	-0.297576796809135	0.0409329423445109	-0.0968780176435408
ENSG00000078668	-0.0945727423550456	-0.0158345898028012	0.460745540111732	-0.0241135829506328	-0.0821172985453649	-0.0842608162533945
ENSG00000078725	0.0116708127571616	0.000936106010869982	0.338495282778773	0.0389941628702607	0.0795585875716765	0.150057785592619
ENSG00000079134	-0.0275773928685809	0.00838802129462005	0.120299351130859	0.0659996208533027	-0.131953324265311	-0.069304639985407
ENSG00000079337	0.0179587260388775	0.0643158051667522	-0.176152955978155	-0.0123553435747015	0.144286782288316	0.207433967902551
ENSG00000079819	-0.0233615884481342	0.0186469262109134	-0.0377971011834391	0.863597406143941	2.14884537041994	-0.0894649047745718
ENSG00000079999	-0.101550284689255	-0.0242036047362353	0.00436700090259379	-0.0700311117548929	0.44525417633079	-0.532473601378216
ENSG00000080618	-0.033396148276573	0.243078828277065	0.121680708009874	-0.276943233379498	-0.100365975110263	0.0544752243229117
ENSG00000081041	-0.067346765874803	-0.0123533356644009	-0.117862983854007	-0.173756903479475	0.0411480233817615	-0.00457123326883509
ENSG00000081870	-0.0378795480616055	-0.166752791244313	0.236928010395783	0.0273116103964514	-0.00503766225061408	-0.00288435576336295
ENSG00000082212	0.0149574901739289	-0.238503919649451	-0.119689213275059	-0.233428257512605	-0.0566429012211529	-0.193129856511187
ENSG00000082996	-0.0481157127957509	-0.14213581940861	0.159686199236726	0.167348596213138	0.125136948459946	0.152133672665415
ENSG00000083812	0.234508878213094	0.0230449823653792	0.299423235267893	-0.0411103147917805	-0.104136108051483	-0.00584834071324399
ENSG00000083896	0.00917496873816651	-0.0273701593946685	-0.219862166495774	-0.309015911144866	0.151624709314128	-0.129987909057793
ENSG00000084090	0.117693193023226	0.0378377782015376	0.0423022267470448	0.192854176140476	0.171315209670664	-0.0343546581111861
ENSG00000085511	-0.100438018771245	-0.0248158517211123	-0.157307777281286	-0.340912785491947	-0.0699615491724665	0.108204173099093
ENSG00000085872	0.230531918884354	-0.106530979470052	-0.0045146205918322	-0.0751297138620236	0.111798840622525	-0.134678100775382
ENSG00000087299	0.192478597639633	0.122545830987097	-0.0171925144224095	-0.0369000383032863	-0.0399944368020705	-0.15738544188083
ENSG00000087301	-0.1192075310617	0.0984015884329625	-0.0894265345894357	0.0109616121180173	0.0130521507149259	0.103109806597004
ENSG00000087470	-0.0420409333193819	-0.065583272105035	0.144402432656154	0.06015580706186	0.00137420795476887	0.147676791499838
ENSG00000088451	-0.0720678815511124	0.0464387807450401	0.0630892084483949	0.136042535757527	0.141479224438749	-0.0615362141468214
ENSG00000088766	0.0661125658566949	-0.287470308311494	0.030683351900738	0.038491568143467	-0.162234482743946	-0.0687255833009418
ENSG00000089048	-0.240686352920309	-0.041973423949542	-0.0151892020123716	0.0294232130203218	-0.0364847486474315	0.232114001241549
ENSG00000089101	0.159426540888669	0.0127323269756383	-0.152972644666246	-0.0867027807922118	-0.0550675884747216	-0.383076960218829
ENSG00000089169	-0.0274489838807946	-0.0471091482928347	0.109265469150928	-0.00132925565813865	-0.145599842237378	-0.0141191106623495
ENSG00000089639	0.0892036488238978	-0.144569313220701	-0.0626053178116601	-0.215697638423618	-0.178934398966431	-0.0577197615410651
ENSG00000090060	0.10529025947561	0.531816860074359	0.320318956947371	0.0292838141626713	0.303653522616528	0.0660771662589201
ENSG00000090621	0.141312143604376	-0.252704518327227	-0.0465891358421843	-0.142723757959601	-0.277827298922033	0.0169411049582363
ENSG00000090686	-0.0346007259066683	0.000471176655079712	0.0200751483895288	7.880374756238e-05	-0.180361313359559	0.127254951102156
ENSG00000091986	0.141667770308726	0.0316039104661021	-0.140687337827207	0.284194321760106	0.0835115835929123	-0.578033633195041
ENSG00000092421	-0.182441934950602	-0.0828697779145831	0.0863107964992779	-0.0598010262307049	-0.0284821092673739	0.0898564419696507
ENSG00000093217	-0.197118450421765	0.146127190592946	-0.0676903786118913	0.181404085232533	-0.105992915199276	0.224820258327786
ENSG00000095951	0.126677825362413	0.24106331450841	0.0410448617359975	0.0879201736278767	-0.0992742387682775	-0.0744377378375776
ENSG00000099800	-0.0431162461303488	-0.224489082079896	-0.00199888540210698	-0.132865724155638	0.0890192604468455	0.266040106684105
ENSG00000099812	0.0121528767321966	-0.292140498416632	0.177258547717361	-0.0153589391884156	0.0874326249008466	0.365482819774752
ENSG00000099917	0.0634876343156823	0.0696701360303648	-0.0188545807402723	-0.166485139993124	-0.0831423951970545	-0.123055472081968
ENSG00000099991	0.0882959239785504	0.0972048277380815	0.00504490485548104	-0.0483546347081146	-0.015350835829565	-0.121307187692988
ENSG00000100023	0.18039855143765	0.100285464050507	-0.140807050323824	-0.121467374648295	-0.0623663712100117	0.00101226496677261
ENSG00000100055	0.0947779467688203	0.121365944937673	0.138878520238839	0.466696464832456	-0.0668027732485212	-0.0055290143821809
ENSG00000100124	0.0149594086440705	-0.146285589634013	-0.113551615650839	-0.0417446867918088	0.036010748264333	0.0747531479209806
ENSG00000100211	-0.0838040222847794	-0.0183419386209233	0.00766238143653434	-0.163650699896606	-0.113671788177506	0.0681920268720149
ENSG00000100241	-0.0186060704087477	0.131113727707422	0.0274619445760814	-0.0779166827149617	0.00712834932051365	0.0552856349564118
ENSG00000100385	-0.0707832148694987	0.144085293878253	-0.0281907202013212	-0.0279289891758333	0.0170692539805556	-0.027862604813816
ENSG00000100450	0.0275190429735739	0.0602526764579808	-0.174677101624122	0.00301639222917297	-0.0786187473120155	-0.0843742422103864
ENSG00000100519	-0.0768136674848036	-0.081068565769443	0.252701144242338	-0.0882906449490131	-0.319814009950584	-0.186405427723187
ENSG00000100599	-0.104026606465446	-0.0486364407137643	0.0456312702052818	-0.12720447401931	0.088264447124273	0.0402622967360348
ENSG00000100632	-0.04049541288488	-0.0278289545427037	-0.0735370964802276	0.607820301798962	0.200719906703175	-0.149621622399515
ENSG00000100813	-0.114297057120596	0.050575108815624	-0.0723163227486475	-0.224799435121062	0.0387145844709054	-0.0468574174719138
ENSG00000100823	0.152551462880589	0.0158447196745234	-0.0851020970240377	-0.0583207617709611	0.0276318140638156	0.0205195247141834
ENSG00000101104	0.0144690359318478	-0.294423345958179	0.129604653314082	-0.11976446350241	0.279767214427102	-0.0742440783460759
ENSG00000101236	0.0617882714945622	-0.0580746991425398	-0.0878439107368478	0.0341642477673426	0.0293456669584501	0.153548115869111
ENSG00000101265	0.00421759996679179	-0.0380206078005534	-0.052131453556784	-0.0244100033579668	-0.119922619904166	-0.276968943702653
ENSG00000101442	0.0214351977960009	-0.103556870369541	-0.0462159202003187	0.00154102679001748	-0.139626138183792	-0.0655675184106842
ENSG00000101574	0.0385898565845168	-0.0607854363656477	0.11444691903148	-0.298651152578214	0.204520126897544	-0.379486612201552
ENSG00000101901	-0.277570666270601	0.0277271079452393	0.159156276174802	-0.637284198832604	-0.0232550168474885	0.19075304272046
ENSG00000102144	0.0715345085866179	-0.222437620611794	0.0215692621679911	0.180402591420418	-0.0149754782968345	0.0212202084769917
ENSG00000102189	-0.065157993384485	0.0283422835016391	-0.284854596961808	0.0503209206940483	0.168310791460078	-0.188932577743506
ENSG00000102683	0.0655377040271808	0.00706500584485011	-0.134949571246359	-0.180684603833065	0.00771815995727702	0.105670957559256
ENSG00000103056	0.0515700621804553	-0.350248699800923	-0.0111126694205875	0.0390800677320483	0.12072696067255	-0.0607798035638642
ENSG00000103126	-0.0805543671626241	0.0911870407306494	-0.0275377660557474	-0.0128457093515152	-0.0435602642472463	-0.0588050316942728
ENSG00000104064	0.075490341154478	-0.392167559987221	-0.115505329278669	0.0853130002302812	0.0254908552378434	-0.0269129936672705
ENSG00000104140	0.0759686446923874	-0.0598796953961009	-0.0855789339607247	-0.295586459692929	-0.0127580518867158	0.0403180085089711
ENSG00000104142	0.157681070743709	0.0522004446774499	0.118795850155228	-0.277532413412975	-0.0220014027365757	-0.107356213901605
ENSG00000104299	0.168622001249167	-0.00985848169101396	0.0668376584558488	-0.160843020673301	-0.0551058733548064	-0.0165224712170963
ENSG00000104695	0.00619533326461645	0.126348325038812	-0.0915080263288219	-0.0379444639408074	0.0776132258804264	0.0991323131876358
ENSG00000104808	0.0109968977115598	-0.0761187372575612	-0.0290358141082929	-0.0151210521992041	-0.0253394472587421	0.169343440662425
ENSG00000104827	-0.265357989567231	-0.0191202461301246	-0.030049469568989	-0.138729923677264	-0.024314384344442	0.0655921401236152
ENSG00000104892	-0.191136662385154	0.0224850883065573	-0.0523988032818234	0.056453231894657	0.0343320187903255	-0.0702481364990888
ENSG00000105135	-0.0152426336171221	-0.0209422890384673	0.413749561615189	-0.0748493732363536	-0.278453315969625	0.037080650870459
ENSG00000105193	-0.109712234236033	0.0769254632704488	-0.159904570003733	0.131172098535913	-0.589721809915258	0.0658108546211293
ENSG00000105246	0.128476534468341	-0.0923684870307033	0.073550823206151	-0.0682233165827496	0.00236838194318167	0.0232650658606266
ENSG00000105298	-0.0477191666734278	0.0671771104436954	-0.0316712504772771	-0.113655167485282	-0.210974702987216	-0.121782849572415
ENSG00000105808	-0.0332089721170667	0.0485267692406245	0.0789700575670829	0.0440299530916066	0.0212303835268589	-0.0542016012892832
ENSG00000106077	-0.00340519675180939	0.0247445135585069	-0.163752069684764	-0.517846125027541	0.145816832331334	0.028634536125742
ENSG00000106278	-0.00398769075768879	0.294478100369662	0.049395306552622	-0.0145991371331474	-0.0353595990931085	-0.101618537531121
ENSG00000106341	0.0283609162568557	-0.0463804487992879	0.0666527166239967	0.0252728279900737	-0.0189523929658867	-0.140859074773003
ENSG00000106351	0.00607768397712209	0.143208106530609	0.122167013174002	0.0418716917786967	-0.0434043532320866	0.103261120324148
ENSG00000106384	0.00225085694512236	-0.0885028224667887	-0.0859997276401137	0.0796958334316503	-0.487318606252458	0.0604033615804749
ENSG00000106608	0.0999325176240777	-0.00858107597061508	-0.0327107808054435	-0.0589913657885205	-0.0719649559947738	0.0151969443888123
ENSG00000106635	-0.322753547262622	0.0214180080257285	-0.0744215383541444	-0.00289439449502549	-0.0795063235085192	0.0138526527977918
ENSG00000106785	-0.185832732327383	0.141022126914153	-0.12583795730595	0.0892117520702535	0.19174954539193	0.051736019454894
ENSG00000106829	0.077655508113964	0.0769407243321059	0.115875683772863	-0.0232396130502351	-0.11709943678501	0.0841088466513146
ENSG00000106927	0.0120113208995978	8.43229380427246e-05	-0.0352163741228052	0.0796706651624731	0.0908573382373792	-0.266596451010759
ENSG00000107077	0.382913111284325	0.112734437083307	-0.0139691976183194	0.251473576943274	-0.0143010753809776	-0.13253171532012
ENSG00000107242	0.0859407859053647	-0.102211025872893	-0.0280970630567413	0.102399715449453	0.0420452336186819	-0.0398576909064401
ENSG00000107281	0.0506236948571317	0.021400671474854	0.226280217113175	-1.2267424137612	0.0102138494837011	0.0624901871222301
ENSG00000107404	0.0387978744791167	-0.152280496438408	-0.0532733165280887	-0.137243747705695	0.0409713503882164	0.0458471256274358
ENSG00000107831	-0.066523886119807	0.0118201747372065	0.0934145810563821	0.011380845795439	-0.0258215003844825	-0.333353287092742
ENSG00000107862	-0.0577438044644302	-0.0941417667492871	-0.060735918610938	-0.134006700480007	0.00821337775594877	0.170439941685315
ENSG00000108187	0.25594124297228	-0.0326683257457419	-0.056628507668654	-0.0409901900358823	-0.0981152506303733	0.226808293243967
ENSG00000108370	-0.0802571525542778	0.0216301047761528	-0.177636282442631	-0.0883366194963067	-0.317639690197171	-0.049876373327702
ENSG00000108395	0.201296265344615	0.287368950081895	-0.0599113895085708	-0.118232042349558	0.0778523759595033	0.0261139522224312
ENSG00000108405	0.191386994439445	0.264919685334905	-0.0774421009382709	0.0254677642285384	0.0244255287443496	-0.0203210672067629
ENSG00000108639	-0.0585172990796607	-0.21024293853144	-0.305238891478598	-0.204292563048517	0.044053101245721	-0.125373755150693
ENSG00000109133	-0.0903317694779329	-0.082656395314513	0.0238303922704806	0.0991870064246333	-0.399047691107321	0.00606686046232123
ENSG00000109272	0.244939844263914	0.150177712784687	-0.032646484693099	-0.062036535386832	-0.164668193396359	-0.00978415827089899
ENSG00000110077	-0.0974756930759722	-0.0993881635612161	0.357922948266853	-0.159721204711911	0.0334510878294738	0.1900351186865
ENSG00000110514	0.043127577775081	0.0290684742197923	-0.125435949753752	0.613665803626037	0.177753876792511	-0.033604254911421
ENSG00000110697	0.0490638774830818	0.30477265399045	-0.00430586811194189	-0.0857653527457565	0.110356792505101	0.0230487125303155
ENSG00000111046	0.0238753091425498	0.21354472489912	0.15065462856268	0.0279899318997347	0.140360596235077	-0.58952328324252
ENSG00000111481	0.252158987460585	0.00159461827075535	-0.0322183138790475	-0.0729613743017744	-0.0327390785156748	-0.0496730097410039
ENSG00000111537	0.322433643213128	0.163044212278727	-0.252913749335997	0.0814688022752863	0.0481629040927304	-0.229579363873214
ENSG00000111540	-0.108607926329851	0.0450938747518599	-0.286157406310444	0.0766527469648034	-0.225641738985368	-0.0953972421757706
ENSG00000111644	-0.198102146021258	0.0403024599407361	0.0577508680703046	-0.26186052929353	0.150508861872434	0.0851181216150826
ENSG00000111897	-0.0257430351570275	0.396840554372669	0.179432550576074	0.056973789697316	-0.0145344584610934	0.000808346956963154
ENSG00000112137	-0.0514522602169869	0.107190244447845	-0.0492520677049821	0.0333388387715855	0.0598432715016814	-0.196566024240002
ENSG00000112246	-0.374353065001488	-0.0509275081341007	0.0382811874770397	0.202313373435542	0.0748378732954838	-0.146566685935317
ENSG00000112305	0.0212054145489307	-0.0273866714761771	-0.0509446997995484	-0.0700059427078328	-0.188928746180994	-0.234307896165603
ENSG00000112394	0.0523295144885433	-0.128326567185692	0.0463617502257726	0.0917397307718251	-0.0571092323845539	-0.000487326869367403
ENSG00000112425	-0.0640693228684199	-0.155611667523796	-0.0156844093169649	-0.111293108009295	0.0282440467747837	0.00417764411539926
ENSG00000112685	-0.0763778560689499	0.104477106981776	0.0303345695509109	0.0412649616754509	-0.0882702340504027	-0.230032897103353
ENSG00000112701	0.0216242174224099	0.112126257346037	0.0296768923283075	0.0238812238440455	-0.139710942769492	-0.225909673219997
ENSG00000112983	-0.151198630325487	0.0164784634148868	-0.194449004575471	0.0529380035733856	-0.0594618003108254	-0.0930949993110399
ENSG00000113205	-0.0675597698482351	0.0316682343056979	0.0994598028235772	-0.10709718072542	-0.125447128825548	-0.00676130628703161
ENSG00000113212	0.0274733269466415	0.00934872912408154	-0.039530412836549	-0.0606407938091088	-0.110837060129081	0.0114458501070981
ENSG00000113407	-0.0707385120415077	0.0021862501961157	-0.0394597070272379	-0.0914967191825709	-0.313829691693108	0.15183988335414
ENSG00000113597	-0.120601503266543	-0.0680108710804701	0.126730859407023	-0.158918633244507	-0.213468798872139	-0.0136952294514285
ENSG00000113812	-0.0533718584384809	-0.210307720298529	0.0810620752292387	0.0128741938256513	0.0512980498333879	-0.0501749684959817
ENSG00000113905	-0.020788815576017	0.0317067627550855	-0.132967166757278	0.110561042982611	-0.00650161985668873	-0.0303613727874312
ENSG00000114248	0.114608152824504	0.0808282884470651	0.140352383318823	0.13851119658025	0.33352663002877	0.298996351762446
ENSG00000114279	0.0484317760378096	-0.42338672278316	-0.24090521515072	0.0645162047679498	-0.022470083668192	0.243262717113347
ENSG00000114491	-0.0704236774100533	0.0324372446230387	-0.213225681385603	-0.066663514617078	0.21714992721265	0.107454380389147
ENSG00000114698	-0.00319257783408341	0.20794559724082	-0.0188388491015396	0.0807648586136519	-0.163054204047899	-0.0889972453152383
ENSG00000114739	-0.016014713219436	0.103642442917318	0.0504024142962033	-0.182717100581355	0.0297738457938624	0.0949663668252123
ENSG00000114861	0.0603495021281185	-0.151189971878891	0.0647555187891357	-0.908359588360613	-0.214119706444437	-0.00643556655442534
ENSG00000114999	-0.168497984125267	-0.0545769455142734	-0.0066361741884234	0.0266165205632876	-0.117209926801067	-0.135055357000247
ENSG00000115368	-0.0581566553179726	0.0906082543749539	-0.238121458139	-0.051995746418152	0.113566614616095	0.204999513318703
ENSG00000115593	-0.129575432076689	-0.057839649189391	-0.197866346431688	0.302620436893353	0.098847549276214	-0.193187199880718
ENSG00000115942	-0.0190874488845427	0.0184650156310484	-0.0485992267691771	0.00481046866145274	-0.0478084322839202	0.115580886568278
ENSG00000116194	-0.0437110767517301	-0.430895603451966	0.0235458065163578	0.0541328065522742	0.0215591706973625	-0.435511250715548
ENSG00000116478	-0.210040564127097	-0.0737018887768889	0.115606467323474	0.288413584809148	0.0322511321415388	-0.256589667880385
ENSG00000116871	0.0381729020164296	0.213080024283414	-0.0288207743537772	2.04178003097392e-05	-0.117218342670186	-0.0616712965002323
ENSG00000117020	0.000168869972868653	-0.0379045999687128	-0.0534856451225885	-0.0860896304632967	0.0157959511244918	0.0145223846127026
ENSG00000117984	-0.138235961254252	-0.222777396018928	-0.0114080700803081	-0.140687824929861	0.188001522538732	0.227850741254686
ENSG00000118017	0.304655804623388	-0.220546531460927	-0.0745216758243119	0.0923029653515893	0.0129271500838435	0.107525401487837
ENSG00000118197	0.0498470856161373	-0.825351151647968	0.121998030330013	-0.121271891017816	-0.0620684854066133	-0.312707968197312
ENSG00000118434	0.259877067912601	0.92156157021075	0.300548029651673	-0.22563658973563	-0.0826813462511842	0.248728731480059
ENSG00000118523	-0.0271133987471632	-0.096895770580326	0.00274922027228689	-0.100156285642509	0.0584044386559241	0.0859827404999921
ENSG00000118873	0.00672192116572153	0.193823037199759	-0.0228669556350374	0.277257548105791	0.0509117726828148	0.14641776827399
ENSG00000119041	-0.0708465814006605	-0.0656543148221074	0.0438369118930613	0.0877686077416667	0.373231324753723	0.0925626552150529
ENSG00000119401	-0.184303295090088	-0.0297245866493684	0.0400878133385572	0.0201349717851459	-0.0396181261279605	0.103768837193855
ENSG00000119725	-0.468905081473855	-0.160613364538993	-0.0849734098530247	0.120411191968081	0.0810440126906495	-0.0702370559560146
ENSG00000120055	0.0296750183264421	-0.0157917836740425	0.0351380893527846	-0.0874282413937453	0.295760330219169	0.140386792053506
ENSG00000120324	0.0050020954956332	0.166432998527116	0.02561922566997	-0.104110932765981	0.0816735462797187	0.12899156116014
ENSG00000120656	0.102482592669857	0.383281864202854	-0.156869886774375	-0.100244121539172	0.0105237322658083	-0.110924799692058
ENSG00000120915	-0.0643308155372345	-0.0144177901230564	-0.157259273913196	0.0130218350808337	-0.259607179566064	-0.0435423762740816
ENSG00000121207	-0.461302280638923	0.116860024515973	-0.179301889858561	-0.0268810973181045	0.00719260703304681	-0.168835901959035
ENSG00000121210	-0.43712902104562	-0.0586423807318536	-0.192115781238093	-0.0879160603452804	-0.0307777386945265	-0.0507944227422401
ENSG00000121879	0.179241839850728	-0.128829376650624	-0.189730795463759	0.186904766802911	-0.121781551304707	-0.197546831629784
ENSG00000121940	-0.00459741017739142	-0.125917949915131	0.428936136119408	-0.281488557858072	-0.0931571309097231	0.0217356174998908
ENSG00000121989	-0.0708535632617548	0.114199599486897	0.285670346299762	-0.102263387403153	-0.113995516568196	-0.028086083134759
ENSG00000122026	-0.108922682674431	0.147828850979689	0.266033959115895	0.273086872525167	-0.073133793629709	0.107839668135454
ENSG00000122145	-0.0638703614135115	-0.0631137914127405	-0.40352564434146	0.110668009009875	-0.0426259781980137	-0.156018866030207
ENSG00000122304	0.12069376449987	0.00286553907595	0.069607665966231	0.0958467180180786	-0.133696239950922	0.0930842164230287
ENSG00000122642	-0.0619549713616155	-0.00398928507512094	-0.000434323302893465	0.051485214269805	-0.0137408677227301	0.149109855796152
ENSG00000122678	-0.00838470903439248	-0.283315500171944	-0.0315126642178397	0.0514702402722372	0.0386410267231107	-0.102254555406418
ENSG00000123243	-0.215670495768919	0.205437120404466	-0.151792756231611	-0.106186395995576	-0.182669210570094	0.0526788081500399
ENSG00000123360	-0.00306612590511435	-0.053528022749334	0.0845290078541504	-0.118667532174908	0.0830882854094324	-0.0957393737919399
ENSG00000123444	-0.0148833292778695	0.162280356783734	0.0196946166261665	0.0636035757028098	-0.091882334517881	0.157791283430264
ENSG00000123609	-0.34200440502275	-0.0615656777410578	-0.0354993412320835	-0.0140237105060669	0.0679653494656366	-0.0751439785619918
ENSG00000123838	0.131578817883249	0.00530584191269501	-0.0699577410891994	0.00540855043355866	-0.0502533861398729	-0.160045872597844
ENSG00000123989	-0.159004426864563	0.0143246075780799	-0.0412020105101793	0.0177240719457901	-0.0280173563335969	0.137571992723943
ENSG00000124120	0.135507791364605	-0.138486684010952	-0.0359934720696774	-0.048351656428484	-0.0401232124447433	0.0671715263785175
