7h	12h	24h
ENSG00000038274	-0.000128759687349008	-0.169004000926575	-0.26673739810017
ENSG00000038295	0.117957255036267	-0.193976448204761	-0.178560331353302
ENSG00000039123	-0.111269357090034	-0.00582412425336395	-0.101018693882975
ENSG00000039319	-0.0194149989319137	0.0198748789912194	0.0285481290089438
ENSG00000039987	0.0929928102078013	0.136113963820255	-0.032982744309229
ENSG00000040731	-0.145886363396955	0.434475936577965	-0.221314081380067
ENSG00000040933	-0.102317695126778	-0.196156934835873	-0.212937393029633
ENSG00000041353	-0.0461817653632159	0.213182482585182	0.556965475921966
ENSG00000042286	0.0375138112200828	0.0415746838820086	-0.723585469064568
ENSG00000042781	-1.7552542743123e-05	0.00170577803340954	-0.172521086677043
ENSG00000043514	0.066980423447203	0.17609332686999	0.0559072202322405
ENSG00000044524	-0.186301217529061	-0.342871604591457	0.0272356703261198
ENSG00000044574	-0.00551036795586235	0.268357942739057	0.130715723061191
ENSG00000046604	0.223608763456934	-0.17480834511189	0.0319337029805193
ENSG00000047056	0.164504200770368	-0.10408038938067	0.146804036109429
ENSG00000047188	-0.169373582996969	-0.0729851978036201	0.106206754290769
ENSG00000047578	0.554817358501926	-0.366530364570431	-0.223830815366311
ENSG00000047648	0.0355787255906215	-0.00401900875457528	0.078562155653661
ENSG00000047932	0.0477324255193897	0.0650493729139043	-0.216032767219238
ENSG00000048342	0.000890198175483192	0.294508304881945	0.0716299079756186
ENSG00000048392	-0.110172789398317	-0.894209247478229	-0.0194416574092913
ENSG00000048545	-0.131539644108573	-0.402342952067068	-0.21755850032062
ENSG00000048707	-0.0664284296278049	-0.532405946307648	-0.219011845151726
ENSG00000048740	-0.00773648049407131	-0.0556341405074351	-0.204487875059846
ENSG00000049192	-0.0410421097195123	-0.236641922304242	-0.522054017234444
ENSG00000049239	0.00714323770522392	0.1229771968776	0.520314912313956
ENSG00000050030	-0.0631181454436781	-0.0678394738264793	-0.203982030824443
ENSG00000050767	0.368296952470965	0.104116086163978	0.0606006411588993
ENSG00000050820	0.184655236496945	0.0859818881746689	-0.115263019755767
ENSG00000051825	-0.00238736010940954	-0.0127406187568647	0.0525424584243834
ENSG00000052802	-0.351585845169294	0.457047346451195	-0.354437341933649
ENSG00000052850	0.537382048087439	-0.266120353685612	-0.510464721550851
ENSG00000053372	0.00665532052992527	0.23176024715343	0.275498228556261
ENSG00000053438	-0.129846849491568	-0.162718065375777	0.330384365599759
ENSG00000053501	0.087162783124195	-0.0918809475760008	-0.239797081134506
ENSG00000053918	0.0564398405032644	-0.283593093456821	0.177556920965599
ENSG00000054116	-0.288103981934089	0.0734011886657443	0.247544791797915
ENSG00000054118	0.0948981326578012	0.0613251977756028	-0.116115390248931
ENSG00000054282	0.418315545829795	-0.0506560352881511	0.184123732249544
ENSG00000055118	-0.127600963222351	0.124418098224452	0.151502259458408
ENSG00000055732	-0.0286498991852984	-0.306249821662939	-0.255940596162465
ENSG00000056097	-0.0874584577200925	-0.339825219178775	0.112163115892213
ENSG00000056291	-0.152930010590223	-0.319128501604398	-0.24313468741439
ENSG00000057608	-0.306322246832856	-0.0700807349651485	0.134794909989872
ENSG00000057704	0.255602226152603	-0.136301810850775	0.0714880941645616
ENSG00000058085	0.317750900693636	-0.0313615564408879	-0.00195658849870798
ENSG00000058272	0.366257554222674	-0.00343493860411392	-0.0321992468893484
ENSG00000058668	0.327902529550416	-0.213591017746305	-0.0642093298987231
ENSG00000058729	-0.0257359840612483	-0.233919581698442	0.0846297914724895
ENSG00000059377	0.00455382456512243	0.088166131396837	-0.409656790683299
ENSG00000059915	-0.140186835914588	-0.213130709248338	0.272884906305643
ENSG00000060566	-0.189542311785745	0.216060492176272	-0.0467068497310713
ENSG00000060971	-0.0997613039094656	0.437013386987803	0.271701657837181
ENSG00000061273	-0.0694536874143428	-0.0396838602120297	0.132847994426243
ENSG00000061676	-0.262520879376341	-0.00970289433353333	-0.0730629177596829
ENSG00000061936	-0.145453645986039	-0.00873663870465643	0.0516999885126292
ENSG00000062370	0.0310025261158818	0.0333973830720054	0.0907608393421485
ENSG00000062725	0.0528135163958237	-0.00974217583708311	-0.302938531911188
ENSG00000063241	0.163160987210251	-0.217555719681227	-0.480982938536531
ENSG00000063244	0.20651180304589	-0.22323191570217	0.261142591016519
ENSG00000063601	0.0326472983507937	0.0353254352106844	0.126574692976381
ENSG00000063660	0.0602395431200439	-0.0296270626890693	0.130045843223245
ENSG00000063854	-0.0699526507526131	-0.0276133192094123	0.0358508866974949
ENSG00000064201	-0.0406388241468492	-0.0203667233323059	-0.337587816783788
ENSG00000064313	0.137492398763399	0.441209581622743	0.00928216113733142
ENSG00000064601	0.12830811323548	-0.199220889555749	-0.0386347070804224
ENSG00000064703	-0.00884391632196409	-0.792393175131685	-0.0199525688408328
ENSG00000064763	0.0765009116406645	-0.540484197524854	0.00462784827331012
ENSG00000064961	0.0225596928711968	-0.494556330395645	0.0755617431442778
ENSG00000064995	0.228977759192024	0.0127616636177654	-0.135708425384888
ENSG00000065060	0.0204867543845353	-0.221875112028455	-0.164992629874214
ENSG00000065320	-0.287257935520576	-0.100839525077756	0.270856996606642
ENSG00000065325	0.420440789582692	0.0571083846869037	-0.218363047560609
ENSG00000065457	0.48803601064972	0.101840187046649	-0.0408717180247864
ENSG00000065518	0.133831537247755	-0.0147264308860586	0.0199595246382233
ENSG00000065615	0.215238616453778	-0.13773544540629	0.209140936955472
ENSG00000065717	0.318988562568276	-0.0162035513369532	0.127983971263645
ENSG00000065989	0.230054450088445	0.166747319991752	0.0801280327177771
ENSG00000066027	0.161826185465585	-0.233670912374737	0.0257104668216777
ENSG00000066117	0.199635380223957	-0.154954885604718	0.143645335603528
ENSG00000066135	-0.127146225790512	-0.0984986705153975	0.108766600279297
ENSG00000066136	-0.201296553996035	-0.252852327240481	0.0489433545598619
ENSG00000066382	0.0202450120986584	-0.0930419625139661	0.0155282176334355
ENSG00000066468	0.0690177344987989	0.137619245861731	0.216913544610737
ENSG00000066629	-0.300250699502602	0.178661769103166	-0.17677919361833
ENSG00000066813	-0.186840341719789	0.119036992698133	0.133740499036005
ENSG00000067182	-0.248540661293329	0.028433270889753	-0.0534737265327516
ENSG00000067208	-0.149952898174496	-0.0481275829728167	-0.0743325078821894
ENSG00000067365	0.0287790570987649	0.29953759632356	-0.0941929069512583
ENSG00000067533	-0.108844519493145	0.0172861653081835	0.0815059358649452
ENSG00000067704	0.0836021171775515	0.224848704986044	-0.134559906739871
ENSG00000067992	-0.0386369943488238	0.0435296089194382	0.00165249138591506
ENSG00000068137	-0.0619137712785752	0.0653695412496684	-0.0649251487726697
ENSG00000068394	0.404841620506811	-0.0286649040083041	0.814680866758554
ENSG00000068438	-0.0377269238943582	-0.0410709798874379	-0.99187237216237
ENSG00000068745	-0.045917461306073	0.373702878526198	-0.104452791463645
ENSG00000068781	-0.158522207455793	-0.0481790212631044	0.161874150804621
ENSG00000068971	0.150186601561938	-0.739785440444371	-0.0603603908589972
ENSG00000069206	0.216106876535929	0.279432739521831	-0.121733421313725
ENSG00000069424	0.529973975193849	0.0733968871325098	-0.386653984459974
ENSG00000069482	0.318325425775029	0.104809240354393	0.254214578200211
ENSG00000069493	0.403186143297692	-0.0403417234725509	-0.42534357787953
ENSG00000069702	-0.0193560200341511	-0.559059608579933	-0.156947768982406
ENSG00000069764	0.0219161205308621	0.376808387500134	-0.102659228778587
ENSG00000070081	-0.0478228474163659	-0.0269112249510301	0.125337456358975
ENSG00000070087	0.195416051773233	0.0482532436558728	0.255289177387007
ENSG00000070476	0.255144123846841	0.0240630892504766	-0.0255499170770334
ENSG00000070501	0.172463725167432	-0.000673415717216722	0.47591844243287
ENSG00000070731	0.21674654571617	0.0737870837400181	-0.0164771076447217
ENSG00000070770	0.286517941300588	-0.186770683776317	0.0233668477415889
ENSG00000070778	-1.11354934055425	0.096260124569616	0.103982238751389
ENSG00000070950	-0.146316207048351	0.0685937379675323	-0.3239735791786
ENSG00000071462	0.181922434320514	-0.264954377154523	-0.0580859915513461
ENSG00000071539	-0.0925293475688624	-0.0752691425171292	0.105825571407838
ENSG00000071677	-0.0871639051704006	0.257403370326844	-0.195763905078451
ENSG00000071859	0.0858134098071168	0.140009843190868	-0.0401395998825051
ENSG00000072133	-0.00174141002813351	-0.04303402969099	0.0948110430116339
ENSG00000072163	-0.0789384869818808	0.04958366349696	-0.00710251373298772
ENSG00000072310	0.434941790039483	-0.00879021704369502	0.104893726786205
ENSG00000072315	0.0719737696711166	-0.284334283806269	0.122748338512809
ENSG00000072609	0.0462130147567663	0.295024364536787	0.0368637883148756
ENSG00000072803	-0.274871505795774	-0.0602180881674667	-0.0559235766963984
ENSG00000072858	0.467157994718362	0.134514697889397	-0.105855285920245
ENSG00000073067	-0.660168171294791	-0.0541236168960459	-0.054261359329067
ENSG00000073111	0.676824008015528	0.179491381189034	-0.0480331000494333
ENSG00000073417	-0.102897387436762	-0.221845797989381	-0.101445743001957
ENSG00000073861	0.0164693675610235	-0.166920494209916	-0.0359151771820632
ENSG00000074603	0.130167120747322	-0.0213552379510382	0.189798002567858
ENSG00000074803	-0.062391509396791	0.165693165068248	0.261925176952816
ENSG00000075415	0.046215747198767	-0.665841402653408	-0.244058100271115
ENSG00000075429	0.101421506021098	0.0915364765622251	-0.0906322759016449
ENSG00000075886	-0.0715524968774902	-0.18509231786927	0.22683466332544
ENSG00000076067	-0.0950318905752609	-0.228504087740349	-0.0989139581316027
ENSG00000076258	0.254055968155699	0.351017439146969	0.0397053920035623
ENSG00000076555	-0.154624874388347	0.110623388589832	0.000322255404388609
ENSG00000076641	-0.0191456296762344	-0.0498600870619645	0.0298285309644856
ENSG00000076770	0.23972577471634	-0.057634362342782	0.0886591813861252
ENSG00000077063	-0.0271088371525939	-0.0715710541088799	0.162752794583238
ENSG00000077254	0.0145928216539565	0.0693205406714388	-0.10034203041528
ENSG00000077327	-0.0387055930648576	-0.0736119823173222	0.0919413827157142
ENSG00000077348	0.0221425176908611	0.115852175645446	0.148388664270161
ENSG00000077420	0.0496650726820649	-0.0857806819548899	0.118174412417027
ENSG00000077549	-0.00901185879431191	-0.0440607981726305	-0.0310007154708138
ENSG00000077585	-0.00915286004969484	0.166940532876432	0.0154676151889734
ENSG00000078070	-0.00792593196925514	0.103423307591762	0.178412131059495
ENSG00000078098	-0.0432672353713563	0.161984013082868	0.0537358302260638
ENSG00000078246	0.183561693665612	-0.0930920492978711	0.110413946219295
ENSG00000078401	-0.161536513996326	0.133239186329082	-0.618948107099737
ENSG00000078487	-0.519716748611393	0.0463117484522932	-0.382756228250717
ENSG00000078687	0.460653892475001	0.222916917057923	-0.00249275586912597
ENSG00000078808	-0.0571604815168708	0.152910905558284	0.362845593269418
ENSG00000078814	-0.0292559163806813	0.123404526942117	0.0520543992845287
ENSG00000079102	-0.0995221879036391	0.410312889413117	0.0716095606083291
ENSG00000079150	0.246333107545114	0.180684465431151	-0.421565554549237
ENSG00000079308	-0.0655822211887216	-0.0582735123905674	-0.336224659197344
ENSG00000079387	0.136486012393094	-0.176129018782982	-0.0900422243833929
ENSG00000079393	0.21789429054696	-0.0663562345300749	0.0559619271206972
ENSG00000079435	-0.07707170644054	0.0845143974684917	-0.153446547066412
ENSG00000079931	0.25735558856507	1.42749602841162	-0.278844573505235
ENSG00000079974	-0.00955577263706312	1.31183445611402	0.149688139957039
ENSG00000079999	0.214567467405127	0.425876919028583	-0.0849504106263372
ENSG00000080802	0.0501817428310014	0.0704672985857598	-0.162228906181028
ENSG00000080986	0.0629700650840116	-0.0392612054703803	-0.090021050131918
ENSG00000081059	0.128891099577801	0.190506620012205	0.677759715085718
ENSG00000081189	0.263526774328661	-0.310963437776009	-0.120062241748742
ENSG00000081479	-0.336595679111899	-0.0379647587384587	-0.345958165115344
ENSG00000081803	0.0583134309512842	0.295120869472464	-0.32639597700094
ENSG00000082068	0.215990630258233	-0.0822254033949283	0.266557738974728
ENSG00000082074	-0.172403169887016	0.0498182980137125	-0.0806526881475789
ENSG00000082212	0.0769442343307502	-0.0390450490361607	-0.00500771233184623
ENSG00000082258	0.336708875561466	-0.12434609089982	-0.0426752044072494
ENSG00000082515	0.0371326627969489	0.26156004029937	0.131906258433104
ENSG00000082781	0.0350343458308909	-0.0254839105167036	-0.315603606748714
ENSG00000083168	0.137507686633	0.509246026786194	-0.0347765413361249
ENSG00000083454	0.214770381799786	0.0158461493947539	0.0719586614601836
ENSG00000083535	0.129273844909901	0.0432164433903678	0.0854736329582835
ENSG00000083799	-0.00464589559015198	0.0217259544838478	-0.077872442956816
ENSG00000083807	0.124212396804742	-0.0392639208520957	-0.0222671088491987
ENSG00000084092	-0.0104173459732347	-0.0723207679406522	0.00267884672460076
ENSG00000084444	0.24768845675054	0.0089006608419222	0.350929631229894
ENSG00000084774	0.0436999239970962	0.0102690490377671	-0.321828090415098
ENSG00000085063	-0.0866720882857279	-0.0526161397304893	-0.168233061098794
ENSG00000085185	-0.114761503462818	-0.0923929654835127	-0.0559863312204207
ENSG00000085382	0.0939806985972721	0.152944750619972	0.23589612341201
ENSG00000085514	0.012678585703906	0.132335311269735	-0.0439224437994262
ENSG00000085733	0.0133111069001991	0.0128568306965873	-0.187046829515632
ENSG00000085741	-0.175565465508568	-0.236541877799056	0.188383261114257
ENSG00000085978	-0.00270289037763109	0.145409488361017	0.915142383640244
ENSG00000086062	0.114045353592838	-0.526149884240575	-0.0352297143424624
ENSG00000086065	-0.0460805886181953	0.33489203169229	-0.0118299842560615
ENSG00000086288	0.0443322811107875	0.0828813627425499	0.124618703741397
ENSG00000086570	-0.0376537670758944	-0.320550984485369	-0.132891536408168
ENSG00000087076	-0.137451508013011	0.118566448202833	0.122191659028986
ENSG00000087250	-0.288646552703121	-0.18462999451184	0.368186935392058
ENSG00000087303	-0.0913115708024842	-0.0838680100255808	0.0973532156826072
ENSG00000087470	-0.0853126870724423	0.963102903456435	-0.149878272514654
ENSG00000087502	0.0645992441506878	0.0216820383608359	0.18068942171115
ENSG00000087995	-0.0654128884609418	-0.146608531356004	-0.119371310171172
ENSG00000088205	0.258882349229617	-0.441267035821642	-0.126958146410413
ENSG00000088280	0.269361146827017	0.131282210679232	0.0875053629275572
ENSG00000088682	0.0025705495993981	-0.265577555584367	-0.0424497337408013
ENSG00000088726	-0.0729274559280417	-0.30619311083589	-0.0145569723506576
ENSG00000088833	0.0366440545548909	-0.0203131480673523	0.194146591709533
ENSG00000088926	-0.19402057493907	-0.0385532511106084	-0.0326619395270675
ENSG00000089006	0.0183852223553892	-0.420063984892211	0.139310946435983
ENSG00000089057	0.0511444839971512	-0.510783702126773	-0.0397058782133065
ENSG00000089060	0.0612680266198418	0.767542162204194	-0.0915133949621699
ENSG00000089157	-0.0935938147977525	0.122623249929176	-0.134074059348861
ENSG00000089220	-0.0417169825466782	-0.119427192470483	-0.0602753804385072
ENSG00000089335	-0.14455627448508	0.125345897992536	0.04588178400261
ENSG00000089685	0.10106803840578	-0.0526964540816233	0.0739717122878331
ENSG00000089692	0.135886375913627	-0.0524942447088828	0.0817403517779685
ENSG00000089876	0.137149343525528	0.158906806984301	-0.32519305934785
ENSG00000090020	0.122557180265989	0.024943815958876	-0.206173848925855
ENSG00000090060	-0.0570375976678648	0.100189017824635	-0.249781518020833
ENSG00000090512	-0.0883687205800427	-0.00320709154731939	0.176800341436778
ENSG00000090565	-0.175728725807508	-0.0396149252289094	-0.133658760390112
ENSG00000090674	-0.267141866909606	-0.205221326205795	-0.109444822968969
ENSG00000090686	-0.0872076740687717	0.334190559583073	0.233116282298935
ENSG00000090857	-0.354347320887472	-0.0733567220833636	-0.455826836656752
ENSG00000090924	-0.0270607580388719	0.00872909031045784	0.13096237173452
ENSG00000090932	-0.0928159896728715	-0.0457818979457318	-0.122430661960117
ENSG00000091073	-0.168537075430966	0.139106536586808	0.731742702093951
ENSG00000091106	-0.169012116584733	0.125397553423248	0.651956203079283
ENSG00000091157	-0.0814082343266345	-0.136959160069457	-0.141690352770378
ENSG00000091164	0.0718854285007853	-0.17452882120973	-0.117751097263046
ENSG00000091181	-0.0144560068023747	-0.0584678422567405	0.124307542481654
ENSG00000091483	0.158278328649688	0.119517269390142	0.0455303315695149
ENSG00000091490	-0.198490191186282	-0.0709917694035382	-0.0170782170052387
ENSG00000091879	-0.319158236111502	0.0538268853356202	-0.135256890812838
ENSG00000092036	0.176516257062288	0.0730161957168394	-0.0191916022325029
ENSG00000092108	-0.228454678496121	-1.05007597149751	-0.299371647149095
ENSG00000092140	0.179026352447111	0.860010306920222	0.03939523570375
ENSG00000092445	0.391400976848897	-0.150918163688786	-0.134571404350737
ENSG00000092531	0.182725238963949	0.254120674568557	0.121747644642251
ENSG00000092841	0.0203705300034317	0.55681708298629	0.068471363444452
ENSG00000093000	0.0186981591820699	-0.00956046052897393	-0.348681072280518
ENSG00000093217	-0.0538302083584909	-0.0376929524209206	0.521745988099894
ENSG00000094880	-0.0738664501739089	0.0771026353348372	0.0328074436468656
ENSG00000094914	0.0981479730754629	-0.00764127419568291	-0.279838442977948
ENSG00000094916	-0.175714172040025	-0.0623997434829221	-0.0372583677382113
ENSG00000095066	-0.0444061158988586	-0.00104989467742792	-0.0246342205934746
ENSG00000095321	0.094716189331268	-0.154037176836082	-0.0352610026818105
ENSG00000095370	-0.111926750179209	-0.21744799659982	0.0344274681400864
ENSG00000095587	-0.135281554145922	-0.0404963196944864	0.0511531910099361
ENSG00000095596	0.154605111603046	-0.0100881086699166	-0.0342146046548368
ENSG00000095752	-0.00251951794130504	-0.277767967557097	0.0685245255139681
ENSG00000095777	-0.0770430958987172	0.522100383415861	-0.162876183203829
ENSG00000095787	-0.00724717754104898	-0.408308016942406	-0.107500696477603
ENSG00000095970	0.170002095354407	0.442094286358482	-0.051873689203091
ENSG00000096060	0.064790535191093	0.0728306769304504	-0.011023695844246
ENSG00000096092	-0.115239207349954	-0.371260691272258	-0.189374177499024
ENSG00000096155	0.0801643807023789	-0.118893500383228	-0.373849534902845
ENSG00000096696	0.0909455977041735	0.255628027972275	-0.358134387702554
ENSG00000099308	0.109225763642227	-0.0854477889195087	-0.0211111032782124
ENSG00000099330	-0.152684559961907	-0.0219951529958387	0.0213308988156777
ENSG00000099377	-0.188457426743135	-0.124649743589775	-0.0952117532335247
ENSG00000099624	-0.523933820398154	0.805250679183979	0.0985283649280004
ENSG00000099625	-0.0488665329840524	0.533178150900314	-0.0119459787281236
ENSG00000099715	0.198423314704643	-0.27960806610242	0.258412656459843
ENSG00000099804	-0.249097337827299	-0.181575326247613	0.0049428597708913
ENSG00000099810	-0.347282486353355	-0.112678050155673	-0.100338685262405
ENSG00000099822	-0.0789411697879346	-0.0562769215017743	0.14855847201834
ENSG00000099840	0.0847252358812659	-0.0791237657284241	0.10071148099885
ENSG00000099889	-0.055823933072416	-0.541633642170199	0.243048966537994
ENSG00000099899	0.131326066197516	-0.00889849576323935	0.0374594692762245
ENSG00000099942	0.0766402071229691	0.10418432066604	0.0660767694788748
ENSG00000099968	-0.19315595951496	-0.456785184660016	-0.234247713766173
ENSG00000099974	-0.0288923569065271	0.460363786380518	-0.572634935759405
ENSG00000099995	-0.219001559129121	-0.196695774880179	0.0236816915486694
ENSG00000100027	0.561664175566772	-0.180044734042393	-0.26707893746613
ENSG00000100030	0.252466636764505	0.29544536321937	-0.489929908798617
ENSG00000100053	0.16970700634023	-0.162869704713501	-0.275288727965296
ENSG00000100056	0.21468350968012	0.0822542905723622	-0.180419422302461
ENSG00000100079	0.205256850337781	0.076474238176312	-0.432941544329189
ENSG00000100083	0.0897423794035636	-0.0558623884228012	0.226366685006711
ENSG00000100122	-0.245367805601444	0.0179861867209231	0.0365270638753715
ENSG00000100151	-0.0261471084237005	0.0356608271832606	-0.159409575298417
ENSG00000100201	0.0528913910753825	0.0176741059976096	0.181521367209504
ENSG00000100221	0.0878252845722554	-0.164460096260946	-0.0271757076785543
ENSG00000100258	0.311324850980506	0.075212200136033	0.00934883045607767
ENSG00000100263	-0.366749783424563	-0.0386992891606098	-0.0460893585330554
ENSG00000100290	0.144165902127083	-0.0898186506774374	-0.0373385015647196
ENSG00000100292	0.0363430759497489	-0.0542127452571869	0.00427886378649707
ENSG00000100304	0.0333964914276557	0.350720676745792	0.378334019190627
ENSG00000100307	0.00294760396891203	0.21118928794174	-0.787867383027168
ENSG00000100342	-0.00136557628842008	0.166102943148037	-0.197632446631947
ENSG00000100345	0.143632123945393	-0.12791551564012	0.00105223496322833
ENSG00000100354	-0.0214949041257742	0.178643553235382	0.066505317371717
ENSG00000100373	-0.0928801702989993	-0.3743419151954	-0.117045462908596
ENSG00000100417	0.0474665285837389	0.0788506679031708	0.886090948065682
ENSG00000100418	-0.0252916063694547	-0.159091919679928	-0.842400570663022
ENSG00000100439	-0.139819146603651	-0.0381371046623486	-0.238341161399346
ENSG00000100441	-0.102241452326981	-0.0120902758273675	0.242544756082869
ENSG00000100461	-0.0996134448624059	-0.000631423015342136	0.0187051751397895
ENSG00000100519	-0.0712975833451175	-0.23667789102676	0.0413142892075318
ENSG00000100554	0.184013374393028	0.11151123727402	-0.0222371295817974
ENSG00000100557	-0.265724738095591	0.0702558642460861	-0.0704731797219669
ENSG00000100580	-0.125857733925086	0.250633967789236	-0.0813137202025604
ENSG00000100600	-0.168218259516332	-0.317065408722331	0.161463293621724
